objectid,year,state,agency,fire_name,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,decades,shape__area,shape__length
5929,2010,CA,CDF,CHAMBERLIN,2010-07-13,2010-07-13,14,1,1.0,22.29211,2010-2019,149362.7188,2261.390679
5930,2010,CA,USF,HAGER,2010-07-25,2010-07-27,1,1,1.0,21.9987,2010-2019,160408.3086,3232.285658
5931,2010,CA,NPS,TRAVERTINE,2010-08-09,2010-08-15,14,1,1.0,21.78763,2010-2019,136516.293,6562.722077
5932,2010,CA,CDF,IDRIA,2010-07-29,2010-07-29,7,6,1.0,21.0246,2010-2019,131652.6328,1677.045688
5933,2010,CA,USF,COW,2010-06-19,2010-06-20,4,6,1.0,20.36153,2010-2019,124953.2188,1963.606198
5934,2010,CA,CCO,LOST,2010-07-02,2010-07-02,2,1,1.0,19.18518,2010-2019,113589.5586,1548.873354
5935,2010,CA,USF,WOODY,2010-07-28,2010-08-13,7,1,1.0,17.84781,2010-2019,123305.6836,1480.857301
5936,2010,CA,USF,TITUS,2010-07-27,2010-07-28,1,1,2.0,17.83115,2010-2019,129712.3438,2026.424671
5937,2010,CA,USF,DALTON,2010-07-26,2010-07-30,1,1,1.0,17.09366,2010-2019,124315.7266,2981.149697
5938,2010,CA,USF,GLENDORA,2010-07-31,2010-07-31,9,6,1.0,17.04539,2010-2019,101006.4922,1402.941396
5939,2010,CA,CDF,SANTA,2010-08-22,2010-08-23,2,5,1.0,17.03092,2010-2019,98675.08984,1462.745743
5940,2010,CA,CDF,RIOSA INCIDENT,2010-06-16,2010-06-16,14,1,1.0,16.82723,2010-2019,112848.4102,1853.779369
5941,2010,CA,USF,HIGHWAY 2,2010-08-04,2010-08-04,9,1,1.0,16.26257,2010-2019,96848.75,2388.420717
5942,2010,CA,CDF,HWY198,2010-07-08,2010-07-08,7,7,1.0,16.01217,2010-2019,99650.53516,1559.597437
5943,2010,CA,CCO,OAK,2010-08-31,2010-08-31,10,6,1.0,15.95223,2010-2019,95006.46875,1908.855115
5944,2010,CA,NPS,WILDCAT2,2010-07-17,2010-07-31,1,2,2.0,15.8109,2010-2019,103061.7969,1212.217441
5945,2010,CA,USF,MEADOW VIEW,2010-07-24,2010-07-24,1,1,1.0,15.15438,2010-2019,104828.332,1907.280798
5946,2010,CA,USF,BAUTISTA,2010-08-12,2010-08-13,7,1,1.0,14.68983,2010-2019,86063.03516,1238.745894
5947,2010,CA,USF,WILLOW,2010-07-25,2010-07-26,1,6,1.0,14.32962,2010-2019,101440.8281,1541.420838
5948,2010,CA,CDF,MAYWOOD,2010-07-17,2010-07-17,9,1,1.0,13.66886,2010-2019,80231.875,1257.138093
5949,2010,CA,CDF,76-2,2010-06-23,2010-06-23,14,5,1.0,11.91234,2010-2019,69163.03125,1153.381536
5950,2010,CA,CDF,SALINAS,2010-08-24,2010-08-24,2,5,1.0,11.59715,2010-2019,73393.03516,1145.24945
5951,2010,CA,USF,WEST,2010-07-17,2010-07-21,2,6,1.0,11.32757,2010-2019,67696.26563,1017.560032
5952,2010,CA,CDF,DESAVADO,2010-07-16,2010-07-16,9,1,1.0,11.28721,2010-2019,82439.30469,1926.947741
5953,2010,CA,USF,WRIGHT,2010-06-24,2010-07-24,9,6,1.0,11.23887,2010-2019,66906.78906,1104.218789
5954,2010,CA,CCO,COLIMA,2010-09-16,2010-09-16,10,5,1.0,11.20271,2010-2019,66082.67969,1339.275084
5955,2010,CA,CDF,DOBBINS INCIDENT,2010-08-20,2010-08-23,14,1,1.0,11.17716,2010-2019,75788.58203,2017.229118
5956,2010,CA,NPS,CLARK,2010-08-08,2010-08-11,4,1,1.0,11.02856,2010-2019,71379.53125,1016.928671
5957,2010,CA,CDF,CRAM,2010-07-31,2010-07-31,2,1,1.0,11.01219,2010-2019,79655.24219,2075.367807
5958,2010,CA,BLM,PATTERSON,2010-07-05,2010-07-06,1,1,1.0,10.77123,2010-2019,77525.17578,1421.629333
5959,2010,CA,USF,TENAJA2,2010-06-07,2010-06-07,9,8,1.0,10.64954,2010-2019,62155.37891,1126.72893
5960,2010,CA,CDF,CREEK,2010-06-26,2010-06-26,14,1,1.0,10.18736,2010-2019,62092.75391,1476.630363
5961,2010,CA,USF,RANGE,2010-06-11,2010-06-11,9,6,1.0,10.1644,2010-2019,60445.4375,1220.828051
5962,2010,CA,USF,TAMARACK,2010-07-26,2010-07-27,1,8,2.0,10.10078,2010-2019,73151.01172,1611.432602
5963,2010,CA,USF,ESCORT,2010-06-05,2010-07-05,9,6,1.0,9.463291,2010-2019,56707.98047,965.339328
5964,2010,CA,USF,PLASKETT,2010-06-19,2010-06-22,9,1,1.0,9.452641,2010-2019,58440.78906,1146.900992
5965,2010,CA,FWS,WILDLIFE,2010-05-01,2010-05-01,7,4,,8.675761,2010-2019,55553.78125,1514.75023
5966,2010,CA,CDF,OREGON,2010-07-16,2010-07-16,10,1,1.0,8.4357,2010-2019,59523.55078,1099.79256
5967,2010,CA,CCO,QUAIL,2010-06-19,2010-06-19,2,7,1.0,8.285655,2010-2019,49803.12891,1158.574968
5968,2010,CA,BLM,ISABELLA,2010-05-08,2010-05-10,8,1,1.0,7.981266,2010-2019,48999.79688,1232.274746
5969,2010,CA,CCO,CALGROVE,2010-06-25,2010-06-25,14,7,1.0,7.456395,2010-2019,44367.32422,1564.488302
5970,2010,CA,USF,MENDENHALL,2010-06-17,2010-07-17,9,6,1.0,7.243333,2010-2019,43416.875,780.8292902
5971,2010,CA,CDF,RY,2010-03-31,2010-03-31,11,1,1.0,7.196177,2010-2019,52132.67188,1395.764988
5972,2010,CA,NPS,ESHOM,2010-09-30,2010-10-12,14,1,1.0,6.100981,2010-2019,38437.13281,1043.402506
5973,2010,CA,BLM,CORTEZ,2010-05-03,2010-05-04,1,1,1.0,5.562693,2010-2019,34091.50781,949.638254
5974,2010,CA,CCO,QUEENS,2010-09-15,2010-09-15,14,5,1.0,4.970605,2010-2019,29575.67721,609.6383526
5975,2010,CA,CDF,BAILEY,2010-08-10,2010-08-10,2,1,1.0,4.813503,2010-2019,35236.58203,1040.941196
5976,2010,CA,NPS,CAHOON,2010-07-23,2010-11-30,1,1,2.0,4.511323,2010-2019,28413.20703,815.8514775
5977,2010,CA,CDF,EASY,2010-07-02,2010-07-02,10,1,1.0,4.45821,2010-2019,32277.12891,1943.611531
5978,2010,CA,NPS,DEER CREEK,2010-05-29,2010-05-29,11,1,1.0,3.628123,2010-2019,21460.3125,795.405183
5979,2010,CA,CDF,HAMLIN,2010-06-30,2010-06-30,2,1,1.0,3.322555,2010-2019,24040.42578,694.3124141
5980,2010,CA,CDF,HART,2010-07-29,2010-07-29,2,1,1.0,3.321198,2010-2019,24096.20703,599.1646472
5981,2010,CA,CDF,GAZELLE,2010-09-13,2010-09-13,2,1,1.0,2.75103,2010-2019,19859.66016,631.3914292
5982,2010,CA,CCO,RIVER,2010-06-19,2010-06-19,2,7,1.0,2.553682,2010-2019,15251.33984,707.3487118
5983,2010,CA,CDF,EASTMAN,2010-07-27,2010-07-27,1,1,1.0,2.383767,2010-2019,17318.11719,593.1529435
5984,2010,CA,CDF,HOLLOW,2010-07-26,2010-07-26,1,1,1.0,1.371385,2010-2019,9933.246094,458.4384334
5985,2010,CA,CCO,OLIVE,2010-06-28,2010-06-28,14,4,1.0,1.121484,2010-2019,6671.134769,289.5374793
5986,2010,CA,CDF,EMPIRE,2010-07-26,2010-07-26,1,1,1.0,0.931545,2010-2019,6810.960938,451.1610487
5987,2010,CA,CDF,WHISKEY,2010-06-23,2010-06-23,2,1,1.0,0.2283715,2010-2019,1646.050781,158.4422266
5988,2009,CA,USF,STATION,2009-08-26,2009-09-22,7,7,1.0,160833.1,2000-2009,956681991.0,259028.0843
5989,2009,CA,USF,LA BREA,2009-08-08,2009-08-22,9,5,1.0,97815.31,2000-2009,590394009.0,115117.6098
5990,2009,CA,CCO,GUIBERSON,2009-09-22,2009-09-24,14,8,1.0,17526.69,2000-2009,104316684.8,82207.6857
5991,2009,CA,CDF,CORRAL,2009-08-13,2009-08-20,9,2,1.0,12242.76,2000-2009,79048966.95,42819.16651
5992,2009,CA,USF,SUGARLOAF,2009-08-01,2009-08-12,1,8,1.0,9354.167,2000-2009,65933259.35,55431.20705
5993,2009,CA,CCO,JESUSITA,2009-05-05,2009-05-17,2,8,1.0,8733.996,2000-2009,52134060.86,49390.58397
5994,2009,CA,CDF,LOCKHEED,2009-08-12,2009-08-23,14,1,1.0,7783.064,2000-2009,49581123.79,43587.29537
5995,2009,CA,NPS,BIG MEADOW,2009-08-26,2009-09-04,18,7,1.0,7553.215,2000-2009,48952396.32,44993.87868
5996,2009,CA,USF,SHEEP,2009-10-03,2009-10-24,9,7,1.0,7237.873,2000-2009,43036315.41,64242.8704
5997,2009,CA,CDF,CHALK,2009-08-01,2009-09-01,1,8,1.0,6846.62,2000-2009,48670693.17,42011.41673
5998,2009,CA,CDF,GLORIA,2009-08-28,2009-09-08,9,2,1.0,6435.952,2000-2009,40347179.49,35486.33573
5999,2009,CA,USF,KNIGHT,2009-07-26,2009-08-21,9,7,1.0,6129.376,2000-2009,40196581.16,50318.90279
6000,2009,CA,CDF,CASSEL,2009-08-02,2009-08-17,1,7,1.0,6098.186,2000-2009,43292511.99,31451.89284
6001,2009,CA,USF,LT-17(BACKBONE),2009-07-01,2009-09-03,1,8,1.0,5193.642,2000-2009,37014229.27,49630.33869
6002,2009,CA,CDF,GOOSE,2009-08-01,2009-10-20,1,8,1.0,3948.906,2000-2009,28060444.82,30723.70965
6003,2009,CA,CDF,YUBA,2009-08-15,2009-08-20,11,7,1.0,3828.632,2000-2009,25936609.62,26961.80191
6004,2009,CA,USF,TENNANT,2009-07-19,2009-07-24,2,8,1.0,3183.837,2000-2009,23133483.41,26482.71838
6005,2009,CA,NPS,GROUSE,2009-05-30,2009-07-11,1,7,2.0,3039.926,2000-2009,19677121.93,24931.50627
6006,2009,CA,BIA,MILL CREEK 4,2009-10-07,2009-11-18,9,8,1.0,2831.125,2000-2009,20257383.81,28481.58146
6007,2009,CA,USF,FORKS,2009-07-18,2009-07-24,1,1,1.0,2811.132,2000-2009,18001008.93,27865.41379
6008,2009,CA,USF,LION,2009-06-29,2009-10-16,1,7,1.0,2577.448,2000-2009,16037622.8,28200.50827
6009,2009,CA,USF,COTTONWOOD,2009-08-27,2009-08-31,9,7,1.0,2410.618,2000-2009,14146047.68,20211.92971
6010,2009,CA,CDF,BRYSON,2009-08-26,2009-08-28,15,7,1.0,2256.828,2000-2009,13934634.93,15661.59377
6011,2009,CA,USF,MORRIS,2009-08-25,2009-11-30,7,7,1.0,2236.504,2000-2009,13262905.9,21473.80138
6012,2009,CA,CDF,EXPLOSIVES,2009-06-19,2009-06-19,11,1,1.0,1988.681,2000-2009,12866747.96,26705.45709
6013,2009,CA,USF,BROWN,2009-08-01,2009-08-26,1,8,1.0,1833.164,2000-2009,12971819.6,16921.81125
6014,2009,CA,USF,REDROCK,2009-08-21,2009-09-04,9,5,1.0,1736.917,2000-2009,12566932.29,18533.60087
6015,2009,CA,CDF,PACHECO,2009-08-29,2009-09-14,10,7,1.0,1688.594,2000-2009,10741559.9,17913.58882
6016,2009,CA,NPS,FAIRFIELD,2009-08-03,2009-09-30,1,1,2.0,1662.092,2000-2009,11654361.98,18531.41533
6017,2009,CA,NPS,HARDEN,2009-06-08,2009-07-11,1,7,2.0,1653.488,2000-2009,10762665.84,14558.33539
6018,2009,CA,CDF,OASIS,2009-09-07,2009-09-13,4,1,1.0,1574.982,2000-2009,10552017.15,17140.08311
6019,2009,CA,BLM,MENDIBOUREAU,2009-08-01,2009-08-01,1,1,1.0,1426.45,2000-2009,10137681.05,29736.37667
6020,2009,CA,USF,GRANITE,2009-07-20,2009-11-02,1,7,1.0,1397.009,2000-2009,8689242.125,23726.78823
6021,2009,CA,USF,SHOTGUN,2009-06-17,2009-10-12,1,7,2.0,1333.441,2000-2009,8327479.469,23198.0207
6022,2009,CA,NPS,WILDCAT,2009-07-28,2009-10-13,1,2,2.0,1292.374,2000-2009,8422992.449,15754.95484
6023,2009,CA,USF,REDSPOT,2009-07-01,2009-07-26,1,8,1.0,1129.536,2000-2009,8071282.316,28030.09475
6024,2009,CA,CDF,COFFIN,2009-08-12,2009-08-14,7,7,1.0,1098.519,2000-2009,7738675.715,16883.60048
6025,2009,CA,CDF,OAK GLEN 3,2009-08-30,2009-09-10,7,2,1.0,983.2415,2000-2009,5809257.746,17289.73311
6026,2009,CA,CDF,FORT,2009-02-05,2009-02-07,18,1,1.0,943.448,2000-2009,5983567.098,24615.59372
6027,2009,CA,CDF,DAY,2009-08-27,2009-08-30,2,1,1.0,852.8038,2000-2009,6081995.504,14119.66865
6028,2009,CA,CDF,PENDLETON,2009-08-31,2009-09-03,7,2,1.0,838.701,2000-2009,4954291.27,10927.6869
6029,2009,CA,CDF,MUSTANG,2009-05-13,2009-05-16,5,7,1.0,764.4717,2000-2009,4891455.039,10676.01993
6030,2009,CA,CCO,PARKWAY,2009-06-22,2009-06-22,11,7,1.0,689.9021,2000-2009,4166219.914,11131.43347
6031,2009,CA,CDF,RUMSEY,2009-06-29,2009-07-02,2,2,1.0,677.4405,2000-2009,4535760.766,10371.95299
6032,2009,CA,CDF,LOMA,2009-10-25,2009-10-27,14,1,1.0,669.3967,2000-2009,4265112.645,10659.07859
6033,2009,CA,NPS,HORSE,2009-07-19,2009-10-12,1,1,2.0,664.1164,2000-2009,4154898.5,11730.35768
6034,2009,CA,CDF,MAMMOTH,2009-07-15,2009-07-16,9,1,1.0,642.6456,2000-2009,4304090.59,10684.34591
6035,2009,CA,DOD,HIGHWAY,2009-09-30,2009-10-03,11,8,1.0,562.13,2000-2009,3376402.816,9482.608531
6036,2009,CA,USF,SULPHUR,2009-07-11,2009-07-20,9,5,1.0,468.4803,2000-2009,2811633.469,7681.689681
6037,2009,CA,NPS,LOST HORSE,2009-05-24,2009-06-02,14,1,1.0,450.7557,2000-2009,2657363.957,6822.032743
6038,2009,CA,CDF,GOMEZ,2009-08-02,2009-08-17,1,7,1.0,424.7899,2000-2009,3023881.891,12759.35719
6039,2009,CA,CCO,ALISO,2009-05-24,2009-05-25,5,5,1.0,423.2517,2000-2009,2553337.922,6579.80262
6040,2009,CA,CDF,ROCK,2009-06-26,2009-06-28,9,1,1.0,409.0049,2000-2009,2672609.652,11049.06889
6041,2009,CA,CDF,VAIL,2009-09-19,2009-09-20,10,8,1.0,398.3529,2000-2009,2322578.23,9598.63376
6042,2009,CA,USF,TRINITY,2009-07-01,2009-07-26,1,8,1.0,391.4507,2000-2009,2789269.324,6871.386567
6043,2009,CA,CCO,BITTER,2009-05-31,2009-05-31,10,6,1.0,353.0028,2000-2009,2162089.195,6374.297089
6044,2009,CA,USF,PONDEROSA,2009-08-01,2009-08-13,9,5,1.0,351.2415,2000-2009,2175753.648,6028.128927
6045,2009,CA,USF,ELM,2009-07-07,2009-07-07,9,6,1.0,348.3582,2000-2009,2051128.438,5696.725599
6046,2009,CA,CDF,CRAFTON,2009-09-23,2009-09-27,14,1,1.0,348.1416,2000-2009,2057273.473,7059.778738
6047,2009,CA,CDF,FORTY NINE,2009-08-30,2009-08-31,7,1,1.0,343.3381,2000-2009,2300898.383,9451.566221
6048,2009,CA,USF,OSITO,2009-07-13,2009-07-13,2,2,1.0,332.0352,2000-2009,1989296.105,6284.467696
6049,2009,AZ,BLM,DEER,2009-07-06,2009-07-21,14,8,1.0,330.1603,2000-2009,1954275.531,12882.94905
6050,2009,CA,USF,SILVER,2009-09-19,2009-09-27,9,8,1.0,310.5701,2000-2009,2141144.059,10399.96653
6051,2009,CA,CDF,LIGHTNING 1,2009-05-28,2009-05-29,1,8,1.0,294.5972,2000-2009,1825547.441,8320.293674
6052,2009,CA,CDF,WILSON BRANCH 2,2009-10-09,2009-10-14,14,1,1.0,289.5978,2000-2009,2099764.766,6372.954309
6053,2009,CA,USF,POWER,2009-09-27,2009-09-29,9,7,1.0,289.2485,2000-2009,1799420.727,8154.400761
6054,2009,CA,BLM,LAMB,2009-07-11,2009-07-11,10,7,1.0,288.1363,2000-2009,1695475.57,5976.880464
6055,2009,CA,USF,SUMMIT,2009-08-12,2009-08-25,4,8,1.0,287.0728,2000-2009,1945841.918,8807.232313
6056,2009,CA,USF,MILFORD GRADE,2009-04-22,2009-04-22,1,5,1.0,284.4517,2000-2009,1970143.695,6427.140475
6057,2009,CA,DOD,BEALE,2009-08-28,2009-08-28,14,7,1.0,281.3444,2000-2009,1895186.043,7140.412395
6058,2009,CA,CCO,ROUND,2009-06-24,2009-06-24,10,1,1.0,277.9886,2000-2009,1701062.656,7915.595393
6059,2009,CA,USF,ELEPHANT,2009-08-16,2009-08-31,9,5,1.0,274.0204,2000-2009,1884384.637,7690.296008
6060,2009,CA,USF,BLACKJACK,2009-07-18,2009-08-25,1,1,1.0,270.8956,2000-2009,1718406.676,9006.574707
6061,2009,CA,CDF,DYER,2009-07-20,2009-07-20,14,1,1.0,262.2774,2000-2009,1747394.68,7426.52687
6062,2009,CA,CCO,GRAVE,2009-05-28,2009-05-28,14,7,1.0,262.0889,2000-2009,1571855.535,6644.86405
6063,2009,CA,CCO,BEAR,2009-10-29,2009-10-29,14,1,1.0,236.9551,2000-2009,1442517.387,5749.575366
6064,2009,CA,CCO,PV,2009-08-27,2009-08-28,11,7,1.0,234.2768,2000-2009,1374980.148,8423.821232
6065,2009,CA,CCO,G,2009-06-04,2009-06-04,14,7,1.0,215.0833,2000-2009,1291989.645,12354.72264
6066,2009,CA,USF,TUJUNGA,2009-07-05,2009-07-09,1,7,1.0,210.5635,2000-2009,1251790.496,4585.492155
6067,2009,CA,CCO,CAMERON,2009-07-06,2009-07-06,14,1,1.0,208.3219,2000-2009,1260683.59,10195.43704
6068,2009,CA,CDF,PINE,2009-09-21,2009-09-25,14,2,1.0,199.6945,2000-2009,1330941.152,5072.569357
6069,2009,CA,CCO,ROCKY,2009-06-24,2009-06-24,15,1,1.0,188.3855,2000-2009,1141091.004,6366.906502
6070,2009,CA,USF,PRISON,2009-08-01,2009-08-02,1,1,1.0,175.0094,2000-2009,1233131.754,8067.017561
6071,2009,CA,USF,SIMS,2009-06-23,2009-06-23,9,5,1.0,169.8183,2000-2009,1240390.602,4719.041858
6072,2009,CA,CCO,FRANK,2009-05-26,2009-05-26,2,1,1.0,168.5915,2000-2009,1037831.996,9718.18389
6073,2009,CA,USF,MCKINLEY,2009-06-03,2009-06-03,1,6,1.0,166.3999,2000-2009,985652.3516,5411.977717
6074,2009,CA,CDF,TELEGRAPH,2009-09-12,2009-09-14,1,1,1.0,161.6785,2000-2009,1053074.156,4804.183476
6075,2009,CA,CCO,DIAMOND,2009-11-03,2009-11-04,10,7,1.0,155.2837,2000-2009,917125.0391,9153.254838
6076,2009,CA,USF,HOWLAND,2009-07-15,2009-07-20,4,5,1.0,154.4899,2000-2009,1057224.531,4403.273019
6077,2009,CA,CDF,BACKBONE,2009-08-01,2009-08-05,1,8,1.0,149.1274,2000-2009,1052644.641,5936.55052
6078,2009,CA,CDF,IAGUA,2009-10-03,2009-10-06,2,1,1.0,148.0109,2000-2009,1039850.109,7086.49183
6079,2009,CA,CCO,ORTEGA,2009-11-16,2009-11-17,2,1,1.0,141.9777,2000-2009,828778.5273,4425.903022
6080,2009,CA,CDF,PRATT,2009-09-11,2009-09-11,2,2,1.0,141.965,2000-2009,982890.6875,4968.548021
6081,2009,CA,USF,HARRINGTON,2009-08-02,2009-09-09,1,5,1.0,141.8978,2000-2009,1030437.305,6403.714684
6082,2009,CA,CCO,STATE PARK,2009-06-28,2009-06-29,14,7,1.0,141.5527,2000-2009,851431.8164,5270.8297
6083,2009,CA,CDF,BLUFF2,2009-09-10,2009-09-11,9,8,1.0,140.0417,2000-2009,825821.7969,4430.768233
6084,2009,CA,CCO,PALMER,2009-08-13,2009-08-13,2,1,1.0,139.9773,2000-2009,841654.4883,5143.041857
6085,2009,CA,USF,CORRAL,2009-08-07,2009-08-08,9,7,1.0,136.004,2000-2009,839373.2734,4683.500207
6086,2009,CA,CCO,VALLEY,2009-05-18,2009-05-18,3,7,1.0,130.8039,2000-2009,785236.3359,8231.90349
6087,2009,CA,CDF,RANCH,2009-01-15,2009-01-16,18,1,1.0,124.5351,2000-2009,871676.9844,5074.820665
6088,2009,CA,CDF,LAKE,2009-07-19,2009-07-20,11,1,1.0,123.0641,2000-2009,757834.7539,6171.22528
6089,2009,CA,USF,FAIRVEW,2009-06-28,2009-06-28,9,6,1.0,114.9584,2000-2009,711296.1602,4528.277673
6090,2009,CA,CCO,VINTAGE,2009-08-14,2009-08-14,9,5,1.0,112.4652,2000-2009,668901.3867,3410.004401
6092,2009,CA,CDF,PALA 4,2009-05-24,2009-05-25,14,7,1.0,106.1154,2000-2009,617289.4063,4424.336593
6093,2009,CA,CDF,BLACK,2009-09-02,2009-09-06,7,1,1.0,103.3653,2000-2009,755139.5898,4419.497795
6094,2009,CA,USF,HILLSIDE,2009-09-25,2009-09-26,14,6,1.0,96.74557,2000-2009,580169.8047,4193.748245
6095,2009,CA,USF,CHINA COMPLEX,2009-06-03,2009-06-03,1,7,1.0,94.07167,2000-2009,576190.918,5865.732875
6096,2009,CA,NPS,COTTONWOOD,2009-05-18,2009-05-25,1,1,1.0,93.8474,2000-2009,611028.0547,3684.49688
6097,2009,CA,CDF,WAVERLEY,2009-06-26,2009-06-27,9,1,1.0,93.84371,2000-2009,612205.8164,3315.346791
6098,2009,CA,CDF,SUNSET,2009-09-30,2009-09-30,10,1,1.0,93.79176,2000-2009,625997.2734,6556.757216
6099,2009,CA,CDF,DE LUZ,2009-07-02,2009-07-03,14,8,1.0,93.47726,2000-2009,545494.6641,3220.438757
6100,2009,CA,USF,N. GLASS,2009-07-18,2009-07-19,1,1,1.0,90.76411,2000-2009,588262.5117,4498.028996
6101,2009,CA,CCO,ROUND,2009-05-09,2009-05-09,10,1,1.0,89.26585,2000-2009,545893.0508,3974.736582
6102,2009,CA,CCO,GOLF,2009-07-11,2009-07-11,14,7,1.0,88.33082,2000-2009,530483.0742,3301.193362
6103,2009,CA,CDF,HIGHWAY,2009-11-08,2009-11-08,11,1,1.0,83.7404,2000-2009,505977.2227,3857.67246
6104,2009,CA,CDF,RIVERBOTTOM,2009-03-29,2009-03-31,14,1,1.0,83.00694,2000-2009,559400.1055,3610.142959
6105,2009,CA,CCO,WILLOW,2009-08-15,2009-08-15,14,6,1.0,82.1416,2000-2009,497203.4258,3254.143966
6106,2009,CA,CCO,SLOAN,2009-07-17,2009-07-17,10,7,1.0,81.81142,2000-2009,488611.8672,5258.057992
6107,2009,CA,BLM,DODGE,2009-08-01,2009-08-01,1,2,1.0,81.56727,2000-2009,579256.5117,5877.394013
6108,2009,CA,CDF,VALENTE,2009-05-18,2009-05-18,7,5,1.0,75.87243,2000-2009,494888.5313,4184.4182
6109,2009,CA,CDF,CLARIBEL,2009-05-15,2009-05-16,7,5,1.0,74.90366,2000-2009,484948.8516,4138.464503
6110,2009,CA,CDF,PARK 2,2009-05-07,2009-05-08,14,1,1.0,72.86634,2000-2009,430601.9297,3695.734551
6111,2009,CA,CDF,NELSON,2009-06-25,2009-06-25,7,1,1.0,71.27203,2000-2009,476600.1641,3163.886135
6112,2009,CA,BLM,SPRINGS,2009-07-28,2009-07-28,14,7,1.0,71.06954,2000-2009,418891.6797,2795.611956
6113,2009,CA,USF,LAKE,2009-07-22,2009-07-22,9,6,1.0,70.66196,2000-2009,433884.2773,3813.314364
6114,2009,CA,CDF,FIDDYMENT,2009-07-05,2009-07-05,14,1,1.0,70.4869,2000-2009,470497.9336,3879.690041
6115,2009,CA,USF,RAIL,2009-08-01,2009-08-01,1,8,1.0,68.26365,2000-2009,494213.3555,3601.945289
6116,2009,CA,CDF,GRANDE IC,2009-03-02,2009-03-03,5,8,1.0,67.66906,2000-2009,394697.8516,2412.958371
6117,2009,CA,CCO,SCHOOL,2009-08-24,2009-08-24,10,1,1.0,66.58518,2000-2009,401177.5977,3326.43873
6118,2009,CA,CDF,CHALONE,2009-06-09,2009-06-11,10,7,1.0,65.13966,2000-2009,408126.75,3179.581674
6119,2009,CA,CDF,KONDA 3,2009-05-28,2009-05-29,1,8,1.0,65.09072,2000-2009,401730.2695,3596.565293
6120,2009,CA,USF,FLAT,2009-07-30,2009-08-03,1,8,1.0,62.11282,2000-2009,443254.2383,3491.006666
6121,2009,CA,USF,ISLAND,2009-07-01,2009-07-01,2,6,1.0,61.4799,2000-2009,368106.5508,2922.83562
6122,2009,CA,CDF,RABBIT,2009-07-08,2009-07-08,9,8,1.0,59.53195,2000-2009,350906.3477,4125.863635
6123,2009,CA,CDF,PERCH,2009-03-23,2009-03-24,5,1,1.0,59.49112,2000-2009,435146.7188,5001.084388
6124,2009,CA,CDF,BELOTTA,2009-05-18,2009-05-18,14,5,1.0,57.74234,2000-2009,376593.8945,4618.074697
6125,2009,CA,CDF,RANCHO,2009-10-04,2009-10-04,9,2,1.0,56.45208,2000-2009,334499.7969,2467.471704
6126,2009,CA,CDF,WILLOW 3,2009-05-22,2009-05-23,14,6,1.0,54.52466,2000-2009,312956.3047,3016.044919
6127,2009,CA,CDF,49,2009-07-26,2009-07-27,14,6,1.0,51.81923,2000-2009,335409.9766,2171.101443
6128,2009,CA,USF,PEAK,2009-09-12,2009-09-16,4,7,1.0,50.48734,2000-2009,312949.8945,4581.481951
6129,2009,CA,CCO,SLUMP,2009-06-18,2009-06-18,14,1,1.0,50.10938,2000-2009,306114.2813,3312.339311
6130,2009,CA,CDF,TRAM,2009-04-03,2009-04-03,9,1,1.0,49.93808,2000-2009,293774.8984,3399.739398
6131,2009,CA,CDF,132 ,2009-06-19,2009-06-19,9,6,1.0,49.91967,2000-2009,322749.7617,3353.107773
6132,2009,CA,CDF,BASELINE,2009-06-07,2009-06-07,14,1,1.0,47.65584,2000-2009,317594.9961,2645.356845
6133,2009,CA,USF,BUTTE,2009-08-04,2009-08-04,1,8,1.0,45.49991,2000-2009,321492.707,2540.272389
6134,2009,CA,CDF,BUCKLEY,2009-03-21,2009-03-22,7,1,1.0,45.44855,2000-2009,291574.1328,4224.020687
6135,2009,CA,USF,COFFEE,2009-06-21,2009-06-24,9,7,1.0,45.03305,2000-2009,280132.5703,2922.070305
6136,2009,CA,CDF,VALLEY,2009-06-11,2009-06-11,7,1,1.0,43.96304,2000-2009,278388.7695,2421.436283
6137,2009,CA,CDF,BASELINE,2009-06-07,2009-06-07,8,1,1.0,43.897,2000-2009,259863.2305,2859.671689
6138,2009,CA,CDF,CHECKPOINT,2009-09-04,2009-09-04,9,7,1.0,43.85718,2000-2009,250941.3477,2567.378885
6139,2009,CA,USF,BUTTE,2009-08-01,2009-08-26,1,8,1.0,43.59916,2000-2009,308116.6211,2572.09689
6140,2009,CA,CDF,NACIMIENTO,2009-07-23,2009-07-23,14,1,1.0,42.80092,2000-2009,262949.9531,2671.335044
6141,2009,CA,CDF,ISLAND,2009-07-30,2009-08-02,10,6,1.0,40.26507,2000-2009,277860.4336,2332.445773
6142,2009,CA,CDF,OMEGA,2009-07-09,2009-07-09,2,1,1.0,40.11937,2000-2009,293083.375,2282.678705
6143,2009,CA,CDF,QEUDOW,2009-05-28,2009-05-29,1,8,1.0,39.91262,2000-2009,246984.8984,2572.843123
6144,2009,CA,USF,JONES,2009-07-28,2009-10-18,1,8,1.0,39.09988,2000-2009,277009.4219,2321.680656
6145,2009,CA,BLM,QUAIL,2009-07-02,2009-07-02,14,1,1.0,38.68639,2000-2009,227594.4258,2048.347717
6146,2009,CA,CCO,CANYON,2009-07-19,2009-07-19,2,6,1.0,38.44999,2000-2009,229861.4336,2805.92329
